IN,TARGET,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,LabelAppeal,AcidIndex,STARS
1075,1.470869274,11.8,-0.25,-0.93,-1.1,0.076,5,17,0.96222,3.36,0.49,3.3,0,2.302585093,1
1081,2.664816283,-1.7,0.44,1.09,12.1,0.056,68,210,0.98551,4.26,1.19,14.2,-1,2.079441542,2
1094,4.46074555,5.9,2.83,0.36,-38.2,-0.05,213,805,0.96997,3.41,1.25,11.9,0,1.945910149,3
1099,2.932828872,7.3,0.04,0.3,40.2,0.044,15,144,0.99666,3.49,-0.2,5.8,-1,1.945910149,2
1105,1.890958221,8.3,0.25,0.19,50.2,0.048,154,654,1.0001,3.03,0.52,11.9,0,2.197224577,1
1123,6.123089066,17.8,1.62,-1.28,-1.4,0.053,31,696.5,0.9924,2.5,0.72,9.8,1,1.945910149,4
1135,2.13596864,-2.9,2.1,0.28,11.25,0.305,215,87,0.9922,3.02,-2.82,12.4,0,1.945910149,1
1142,1.590292545,10.7,1.33,1.16,-40,0.29,138,57,1.0001,3.3,0.37,8.8,-1,1.945910149,1
1155,1.448551872,19.7,0.55,0.28,1.7,0.073,21,165,1.0039,2.97,0.82,9.1,-1,2.079441542,1
1169,2.116100663,7.2,-1.26,-1.17,-37.6,0.049,3,94,0.95055,3.2,0.35,4.7,0,2.079441542,1
1176,2.630972475,6,-0.5,0.92,27.7,0.042,-198,92,1.01362,3.99,0.54,10.8,1,1.945910149,1
1178,3.591300681,-16.3,-1.21,1.87,1.7,0.034,41,193,1.041,3.25,-0.93,10.4,0,1.945910149,2
1180,2.897333191,7,1.63,0.24,1.9,0.04,-11,144,0.97392,3.35,0.38,5.6,0,2.079441542,2
1184,2.48597963,8.9,0.48,0.53,4,0.101,3,-370,0.99586,3.74,0.59,12.1,0,2.302585093,2
1185,2.901144608,7.8,0.55,0.25,12,0.454,112,186,0.98292,3.54,-0.81,9.3,-1,1.945910149,2
1193,2.543465961,10.8,0.54,1.36,35.5,-0.317,-195,31,1.01861,4.19,0.44,10.6,0,2.302585093,2
1196,2.781872876,17.6,1.45,-0.11,-35.1,0.444,2,151,0.9946,3.06,0.6,16.3,-1,1.945910149,2
1199,1.739213198,-13.8,-0.96,0.28,5,-0.48,14,491,0.97505,2.19,0.36,9.1,-2,1.945910149,1
1203,1.752668239,8.6,0.68,0.18,-60.5,0.088,22,-328,0.9979,3.29,1.4,5,-1,2.397895273,2
1205,1.842944126,11.5,-0.58,1.49,2.2,0.11,14,138,0.9932,3.67,0.5,9.1,-1,1.945910149,1
1207,1.68207913,6.7,0.15,1.36,12.8,-0.507,-208,-657,0.9946,3.97,-1.31,10.2,-1,1.945910149,1
1208,3.275034741,6.4,0.31,-0.61,2.5,0.039,-494,192,0.98946,3.22,0.38,12.7,0,1.945910149,2
1212,2.81494461,13.3,0.73,0.43,56.9,-0.47,-20,269,0.9966,3.15,0.62,11,-2,2.397895273,3
1213,2.905255706,7.3,0.59,0.26,7.2,0.046,35,-212,1.01687,3.37,1.43,8.7,0,2.079441542,2
1222,1.647563571,7.3,0.17,-0.85,-22.9,-0.111,-116,352,0.99508,3.07,-1.11,12,-1,2.079441542,1
1223,3.415703044,6.6,0.21,0,3,0.115,-44,421,0.98526,3.45,-0.86,5.2,0,1.945910149,2
1226,4.112835233,8.5,0.19,0.49,-36,-0.362,-218,117,0.9938,2.31,0.51,12.8,0,2.197224577,3
1227,5.266489104,8.3,2.26,-1.2,1.8,-0.427,28,230,0.9907,2.09,1.96,9.3,2,1.945910149,3
1229,1.604451147,14.5,0.29,-1.09,30.2,-0.37,86,160,0.9944,3.14,0.47,9.2,-1,2.079441542,1
1230,4.99795162,5.3,-0.71,-0.14,-27.9,-0.513,36,-215,1.0375,3.71,0.33,14.6,0,1.791759469,3
1231,2.084479947,6.3,1.59,0.23,2.9,0.047,127,365,1.02021,3.28,0.48,8.5,0,1.945910149,1
1241,2.407632173,0,2.17,1.43,2,0.083,17,242,0.99616,4.35,0.08,9.8,-1,2.079441542,2
1243,4.530482955,6.1,0.64,0.27,-50.9,0.048,30,298,0.99498,3.21,0.51,9.9,0,1.945910149,3
1244,6.248765834,7,-0.7,0.23,5.7,0.123,-108,312,0.9954,3.04,0.54,9.4,1,1.945910149,4
1246,4.780262558,6.9,-1.03,0.28,2.2,-0.378,39,93,0.98914,3.31,0.43,9.4,0,1.945910149,3
1248,1.931985082,6.8,-0.4,0.01,16.1,0.444,330,196,0.98623,3.15,-0.58,9.3,-1,1.945910149,1
1249,3.550468259,13.5,-1.09,0.22,-23.4,0.025,-169,216,0.95219,3.33,0.6,9.6,0,1.945910149,2
1252,2.961490761,8.1,-1.02,0,7.1,0.043,57,176,1.01203,3.86,0.55,6.3,0,2.197224577,2
1261,2.814060025,6.7,-0.8,0.44,24.4,0.048,39,137,0.9942,3.24,0.35,11.4,1,1.945910149,1
1275,4.065835756,7,0.15,1.05,-23.9,0.051,29,149,1.02894,2.96,0.92,9,-1,1.945910149,3
1281,4.752430426,8.4,0.35,0.24,27.3,0.034,531,133,0.9906,3.34,-0.87,12,0,1.945910149,3
1285,4.134999869,8.3,0.19,2.04,48,0.037,-152,180,0.9926,3.06,-2.93,10,0,2.197224577,3
1288,2.276175549,12.8,1.52,-0.16,59.4,0.065,56,235.5,0.95684,4.48,0.41,12.7,1,2.079441542,1
1290,3.121442729,7.4,0.4,-0.86,10.1,0.112,37,194,0.98343,3.2,0.63,11.7,0,2.079441542,2
1291,2.017672734,0.1,-0.96,0.31,1.3,0.448,47,98,0.98907,3.42,0.5,10.1,0,2.079441542,1
1304,3.412058338,7.8,0.57,-0.99,9.9,0.577,108,181,1.04239,3.19,0.04,10.9,1,2.079441542,2
1305,3.33802521,8.6,0.26,-0.66,2.2,0.254,6,169,0.9903,4.64,0.42,12.9,-2,2.079441542,3
1323,3.502872736,-1.3,0.23,0.35,-12.1,0.174,128,212,1.01119,3.34,1.41,8.9,1,2.079441542,2
1342,3.27650333,6.7,1.74,0.66,8.9,-0.334,75,111,0.9968,3.25,0.63,11,0,1.945910149,2
1348,1.705335567,6.5,0.09,-0.99,-32.2,0.074,-12,166,0.98485,4.46,-0.35,3.2,-1,1.945910149,1
1353,3.186291723,-4.5,0.03,0.41,1.3,0.044,-25,171,0.99293,3.28,-0.93,10.3,0,2.079441542,2
1363,2.736241214,7.9,0.705,0.26,29.2,0.057,40,190,0.9932,2.76,0.39,17.4,-1,2.079441542,2
1371,2.950581769,3.3,-0.39,0.58,8.2,0.359,-252,-251,0.99275,3.28,1.27,12.2,0,2.079441542,2
1372,3.822895546,7.7,0.22,-1.19,-44.8,0.029,41,-7,1.02145,3.28,0.99,15.5,-1,2.079441542,3
1378,1.717583075,8.3,1.18,0.38,1.1,0.038,249,75,0.96249,2.06,0.43,9.2,0,2.197224577,1
1381,3.594462106,10.2,1.57,0.64,-22.6,-0.41,251,41,1.01022,3.23,0.66,12.5,0,2.397895273,3
1382,4.359497212,6.8,0.11,0.34,45.9,0.02,38,66,0.99212,2.8,-0.48,12,0,2.079441542,3
1393,3.561407996,4.8,-0.15,-0.17,-17.1,0.552,-180,171,0.99709,3.03,-2.4,10.3,1,2.079441542,2
1394,5.098259238,3.8,0.18,1.56,-0.2,0.038,70,415,1.00091,3.32,-0.19,11.2,1,1.945910149,3
1398,5.301775701,13.8,1.16,-0.18,54.4,0.027,-70,143,0.94694,2.49,1.16,6.9,2,1.945910149,3
1404,2.467338969,17.2,0.17,-1.05,-102.4,0.059,225,331,0.99322,4.31,0.46,11,1,2.079441542,1
1405,3.07959976,11.8,0.19,0.34,1.8,-0.248,-22,-151,1.02444,2.87,0.66,11.1,0,2.079441542,2
1419,3.171108711,-3.4,0.29,0.56,11.9,0.103,148,230,1.01998,3.02,-0.8,9.3,0,2.079441542,2
1421,2.531490876,6.4,0.06,0.28,-40.4,0.039,53,124,1.02858,3.2,0.43,12.7,-2,1.945910149,2
1426,2.563125343,14.7,1.45,1.81,55.2,0.354,-57,400,0.99196,3.25,0.15,14.6,-1,2.079441542,2
1431,2.033174231,7.3,-0.32,1.49,-19,-0.122,31,185,1.03159,3.07,0.62,10.6,0,2.079441542,1
1435,2.814264352,4.2,1.56,0.25,28.5,0.191,8,120,0.93701,4.38,-1.19,9.8,-1,1.945910149,2
1437,5.049846439,5,0.33,0.16,69.7,0.049,10,-223,1.01528,4.74,0.44,10.7,0,1.609437912,3
1438,3.62093524,-3.6,1.53,0.06,35.7,0.45,165,852,1.00164,3.81,0.5,-1.85,1,1.945910149,2
1442,1.634901316,9.2,0.21,-0.86,28.1,0.034,-131,151,1.08195,3.04,1.13,10.2,-2,2.302585093,2
1464,3.185865766,6.2,-1.83,-0.02,-0.5,0.036,38,-22,0.99622,2.73,0.5,9.4,-1,1.945910149,2
1471,2.249381459,-0.7,1.82,1.81,2.1,0.108,272,52,0.9742,3.4,0.55,11,1,2.079441542,1
1473,3.655012673,6.2,1.69,-1.17,138.2,0.05,295,54,0.9874,3.33,0.46,6.2,1,1.945910149,2
1476,3.008157184,-3.1,0.415,0.32,25.1,0.047,-20,152,1.02263,3.88,0.42,-4.2,-1,1.791759469,2
1478,1.401326257,8.1,-0.235,-1.25,32.3,0.08,-103,339,0.97772,3.3,-1.18,9,-1,2.197224577,1
1479,3.786261498,5.6,0.26,0,24,0.038,48,111,0.94448,3.01,0.46,12.4,0,1.791759469,2
1487,5.411737297,11.6,-1.15,-1.24,1.1,0.032,113,843,0.99207,2.73,0.36,12.5,1,1.945910149,3
1492,3.753438506,7.6,-1.15,1.37,4.3,0.054,297,105,0.9956,3.12,0.49,6,1,2.079441542,2
1496,2.98750062,6.5,-0.08,0.23,9.4,0.207,112,381,0.97324,4.37,1.16,9.9,-1,1.945910149,2
1497,3.263676767,-3.1,1.56,0.23,7.1,0.258,-43,9,0.96367,4.04,2.12,13.1,1,2.079441542,2
1515,2.504584589,-0.2,-0.63,0.24,17.8,0.643,24,124,0.97312,4.3,0.45,10.1,0,1.791759469,1
1519,3.168262687,-1.4,0.43,0.41,-34.3,-0.542,103,167,1.0421,3.16,0.53,8.9,0,2.079441542,2
1522,2.705131697,7.4,0.32,0.55,7.7,0.056,-183,238,0.91352,2.96,0.58,8.7,-1,2.079441542,2
1526,2.892720133,5.8,0.17,0.34,44.7,0.602,96,377,0.98227,3.94,1.62,10.2,1,1.791759469,1
1537,2.243175785,5.3,-0.96,-1.06,1.2,-0.979,48,119,1.04199,2.89,2.38,14.1,0,2.079441542,1
1538,4.666510472,6.5,0.24,0.29,23.1,-0.147,-9,424,0.96813,3.13,0.7,10.1,0,1.945910149,3
1540,0.958374735,17.3,0.33,0.34,1.4,0.056,-161,528,0.9946,5.01,0.47,5.4,-1,2.302585093,1
1543,3.100983141,-14.5,0.28,0.1,33.5,-0.17,29,-224,0.97736,3.27,0.1,10.6,0,2.079441542,2
1548,1.728465694,18.2,-0.67,0.29,1.1,0.05,41,89,0.99556,1.37,-0.54,9.8,-1,2.079441542,1
1549,2.293395504,16.5,0.18,0.48,-6.9,0.186,64,-6,0.9945,2.39,0.4,17,0,1.945910149,1
1556,2.477950771,13,1.37,1.14,8.6,0.06,112,-164,0.9935,3.08,0.26,8.5,-1,2.079441542,2
1564,2.265236795,7.4,-0.87,0.42,59.6,-0.169,48,280,0.9979,1.98,0.42,13.8,0,2.079441542,1
1570,4.205533691,5.6,0.3,-0.65,-8.3,0.419,-94,142,0.98784,4.8,-0.07,4.5,-1,1.791759469,3
1577,1.38914612,7.2,0.95,0.18,2.1,-0.413,-171,31,0.99761,3.66,0.83,9.6,-1,2.079441542,1
1585,4.533994827,6.3,1.28,1.44,6.6,-0.097,203,356,0.99478,3.1,0.4,8.4,0,1.945910149,3
1590,3.414204031,7.5,0.26,0.59,11.8,0.046,59,-140,1.03292,3,0.46,6.2,1,2.079441542,2
1592,1.706010813,6.5,0.31,0.14,13.5,0.044,34,-255,0.97967,2.98,1.07,11.7,-1,1.945910149,1
1594,2.48352838,11.9,1.57,1.42,22.5,-0.062,155,-37,0.99535,3.12,0.55,6.6,-1,2.079441542,2
1596,6.557192348,-4.1,0.37,1.37,1.9,0.024,-64,106,0.98993,3.45,0.6,12.6,2,1.945910149,4
1598,6.024570377,16.4,0.24,1.93,2,0.041,14,-102,0.96009,3.04,0.45,11.6,0,1.791759469,4
1603,3.706839153,-16.1,-0.15,-1.47,5,0.33,-183,526,0.95857,2.56,0.71,3.7,0,1.791759469,2
1607,1.528292383,13.7,-0.46,-1.24,-109.2,0.054,7,-276,0.99508,2.26,1.06,11.5,-1,2.079441542,1
1612,5.917153382,7.2,-0.53,0.39,30.2,0.053,26,393,0.99166,3.31,3.55,10,1,2.079441542,4
1627,3.808864217,-0.8,0.26,2.65,-8.1,0.121,322,119,1.02509,2.65,0.61,4.6,1,1.945910149,2
1629,2.850973133,6.5,-0.32,-0.36,3.4,-0.532,34,186,0.9937,3.14,0.76,10,1,1.945910149,1
1630,3.122439499,6.2,-0.74,1.07,1,-0.289,-232,148,0.9927,3.01,0.45,14.3,-1,1.945910149,2
1640,5.643204671,16.3,1.09,0.36,-114.3,0.031,144,268,1.03808,3.28,2.59,4.5,1,2.079441542,4
1641,4.323256227,4.4,0.3,1.66,1.4,0.032,-1,161,1.01229,2.9,0.42,15.4,0,2.079441542,3
1646,3.627290577,5.5,-0.5,0.03,1.8,0.573,14,87,1.02355,3.69,1.49,14,0,1.791759469,2
1662,4.456434768,10.3,1.26,0.31,-70.9,-0.238,245,-17,0.99818,2.93,0.32,11.5,1,2.197224577,3
1668,3.091615834,11.1,1.39,0.08,4.4,0.373,-40,32,0.99646,3.56,1.56,11.8,0,1.945910149,2
1671,3.973602495,9.7,0.69,1.7,40,0.088,-56,91,0.99681,2.82,0.62,10.1,1,2.397895273,3
1672,4.666463727,-1,0.27,0.42,48.6,0.097,45,444,1.04537,2.13,-0.67,12.3,0,1.945910149,3
1673,6.109187794,24.4,0.27,0.48,-46.8,-0.551,17,132,0.9914,3.19,-0.8,16.5,1,2.079441542,4
1686,3.904944,-4.2,-1.19,0.17,1.6,-0.144,-78,129,0.9763,3.22,0.84,11.4,0,1.791759469,2
1688,4.028967535,6.8,0.75,0.49,44.1,0.142,52,-225,0.9937,3.49,2.11,9,0,2.079441542,3
1696,3.998249754,-11.6,0.18,-0.88,-16.6,0.047,60,-142,0.95971,3.93,2.49,10.5,-1,1.945910149,3
1701,5.546532806,1.5,-0.22,1.6,-115.8,0.573,30,96,1.03859,4.18,1.94,13.1,0,1.945910149,4
1707,3.844832071,5.8,-0.53,-1.32,-50.1,0.038,49,133,0.96414,3.16,0.78,11.7,0,1.791759469,2
1708,2.761595627,10.3,0.18,0.3,6.4,-0.026,243,251,0.9956,2.99,0.52,8.6,1,1.945910149,1
1713,3.337601613,6,1.67,1.51,-46.4,0.422,50,48,1.01553,3.3,1.67,8.5,0,1.791759469,2
1715,4.219133892,2.2,-0.31,-1.38,4,0.023,-9.5,237,1.00832,2.68,0.49,11.6,-1,1.945910149,3
1717,2.179133286,6.7,1.67,-1.15,49.05,0.041,118.5,216,0.9949,2.27,0.66,15.5,0,1.945910149,1
1721,3.1174276,6.6,0.26,0.29,0.5,-0.42,82,114,0.99295,1.7,0.38,10.5,-1,1.945910149,2
1724,1.933757809,7.2,0.16,-1.09,-54.7,0.16,49,84,0.99007,3.33,1.61,13.9,0,2.079441542,1
1725,2.789280336,6.6,0.17,1.35,109.7,0.416,-106,-123,0.99207,3.13,0.45,10.2,-1,1.945910149,2
1730,3.36813767,6.2,0.89,1.92,4.6,0.031,261,73,0.99032,3.37,0.52,11.3,0,1.945910149,2
1731,4.228591432,6.8,3.17,0.14,6.9,0.118,32,133,0.96245,3.27,-1.23,7.7,0,1.945910149,3
1734,2.665955973,-0.2,0.33,0.32,4.6,0.041,31,227,0.98303,3.05,0.74,15.1,2,2.197224577,1
1740,2.506567456,6.7,0.27,-1.28,-23.9,0.036,44,179,1.09858,2.88,2.09,9.6,1,1.945910149,1
1748,2.181239834,14.1,0.21,0.28,36.5,-0.535,29,-132,0.99278,4.9,1.53,11,0,1.945910149,1
1749,3.225263027,17.5,0.47,0.99,2.4,0.074,515,29,0.9979,3.08,-0.87,9.5,1,2.302585093,2
1750,5.850082751,7.4,0.21,0.3,8.1,0.047,13,-128,1.03086,1.95,0.35,12.1,1,2.079441542,4
1763,2.455316473,0.8,-0.71,-0.49,2.5,-0.512,31,-137,0.99014,2,0.5,11.3,0,1.945910149,1
1768,4.830162971,3.5,0.2,-0.76,-34.1,0.382,450,-116,0.98993,4.61,0.16,10.8,0,1.791759469,3
1773,1.496759456,-15.8,0.32,0.41,2.2,-0.286,24,260,0.99778,2.21,-2.47,9.5,-1,2.197224577,1
1777,6.250776177,2.2,0.13,-0.73,16.1,0.037,13,101,0.93175,3.17,2.05,17.9,1,1.945910149,4
1778,2.39142543,11,0.48,0.24,-15.7,0.102,13,35,1,3.08,0.56,10,0,2.397895273,2
1780,2.578947773,11.5,-0.19,0.31,51.9,-0.251,446,510,0.99,3.06,0.45,11.8,0,1.945910149,1
1782,2.429346812,20.5,1.46,-1.27,-27.2,0.499,12,7,0.98329,3.16,0.7,13.9,0,2.302585093,2
1784,3.883137032,11.8,0.24,0.41,8.7,-0.115,306,-271,0.97346,3.22,0.62,12.5,1,1.945910149,2
1786,3.24094983,7.9,0.63,0.99,14.1,-0.756,238,148,1.02933,3.16,0.5,9.4,0,2.079441542,2
1787,3.637996459,11.2,0.255,0.65,-22.7,0.627,-237,253,0.99307,4,0.23,10.4,1,1.945910149,2
1792,2.555243809,7.1,1.53,0.4,6.3,0.172,-72,-188,0.99566,3.28,1.57,12,0,2.197224577,2
1800,2.297509686,6,0.05,0.95,1.8,0.03,533,105,0.98946,3.31,-0.16,10.7,-1,1.791759469,1
1801,2.732219737,8.4,-0.43,1.94,14.9,0.032,60,339,1.02038,4.16,0.61,8.6,-1,2.079441542,2
1803,1.705459782,6.9,0.35,0.98,-10.9,0.076,238,137,1.04651,2.94,0.81,11,0,2.197224577,1
1804,4.209851677,6.9,-0.59,0.5,19.25,0.043,-169,590,0.99954,2.93,1.83,9.1,-1,1.945910149,3
1807,1.803820202,6.3,2.93,-0.91,2.5,0.035,281,830,0.9468,2.46,0.47,13.3,-1,1.945910149,1
1818,5.213152922,7.5,-0.05,0.47,-36,0.058,26,111,0.99834,2.56,0.34,10.7,2,2.079441542,3
1821,2.673145282,15.3,0.27,0.19,48.7,0.085,147,169,0.95058,2.36,2.32,7.2,1,1.945910149,1
1822,4.699222838,-12.4,-1.15,0.22,53.8,0.046,18,66,0.96567,5.06,-0.51,10.3,0,1.945910149,3
1828,2.074093019,17.2,0.26,0.3,2,0.453,13,930,1.01126,3.61,0.49,15,0,2.079441542,1
1833,3.537405107,14.1,0.67,0.86,61,-0.41,-199,115,0.9909,4.13,2.14,7.6,0,1.791759469,2
1844,4.108701328,6.2,2.82,0.2,1.6,0.069,-214,196,0.98985,3.41,0.56,6.4,0,1.945910149,3
1847,2.450793913,5.8,0.26,0.24,65.6,0.044,55,-67,0.97195,4.11,1.41,10.5,0,1.791759469,1
1850,1.883173769,15.6,0.21,0.28,66.7,0.159,288,241,0.95398,3.25,0.72,8.5,-1,1.945910149,1
1854,3.237089003,7.6,0.22,-0.32,12,0.056,221,495,1.01667,2.99,0.3,9.2,0,2.079441542,2
1858,4.397460653,-1.3,0.5,0.38,7.5,0.81,-10,-252,1.00397,3.87,-0.07,9.1,1,2.079441542,3
1864,3.91272018,7,1.98,0.17,53.5,0.123,15,-263,0.99514,3.44,1.07,10.55,0,2.079441542,3
1867,0.620321311,8.7,0.38,1.32,27.3,0.272,-81,-1,1.04709,3.17,0.68,9.8,0,2.63905733,1
1876,2.146918027,5.9,0.445,1.23,56.8,0.071,-275,109,0.9453,3.5,0.36,10.5,0,1.945910149,1
1880,3.061021044,-1.7,1.44,0.34,-38.5,-0.012,445,428,0.99627,2.43,1.95,3.2,0,2.079441542,2
1881,0.758426705,8.8,0.55,-1.04,-10.2,0.601,-272,-135,0.99658,3.3,-1.1,5.5,-1,2.302585093,1
1891,2.313528852,-0.3,-1.03,0.28,2,-0.062,191,158,0.89337,3.17,-0.9,6.8,0,2.079441542,1
1894,2.200618888,10.7,0.4,0.47,2.1,0.125,-37,49,0.998,3.03,0.81,9.7,0,2.48490665,2
1895,3.566026547,-0.7,1.41,0.19,5.1,-0.178,6,114,0.99938,3.25,3.05,6.8,1,1.945910149,2
1901,3.552375753,23.6,0.29,-2.02,14.6,0.528,14,386,1.08173,3.51,4.01,11.4,1,1.945910149,2
1905,3.519841774,6.9,1.43,-0.27,15,-0.268,-117,-209,0.97531,3.14,3.22,9.2,1,1.945910149,2
1912,5.273925891,7.9,0.18,-0.66,48.9,0.262,25,267,0.995,0.95,-0.53,10,2,2.079441542,3
1918,2.626313515,9,0.34,-0.21,12.6,0.359,38,41,0.9942,4,-1.11,11.7,-1,2.079441542,2
1921,3.535563544,6.8,-0.08,0.24,7.8,-0.514,54,214,0.9961,3.89,-0.38,7.6,0,1.945910149,2
1923,2.60575172,4.4,0.32,-0.41,7.9,0.413,-146,109,0.9906,2.91,0.46,14.8,-1,2.079441542,2
1924,4.820207748,16.7,0.28,0.31,-37.45,0.133,48,161,1.0406,2.86,1.65,3.6,1,1.945910149,3
1931,1.418515997,16.5,0.87,0.31,5.2,0.099,36,77,1.00421,3.35,0.5,12.3,-1,2.079441542,1
1941,4.64976056,6.3,-0.025,0.08,16,-0.285,26,141,0.99824,3.08,0.5,10.4,0,1.945910149,3
1950,1.549949707,6.4,-0.65,0.44,56.5,0.043,96,201,0.95229,2.85,0.48,9.5,-2,1.945910149,1
1951,4.658846829,-15.8,0.25,0.3,1.6,-0.001,226,134,0.993,2.09,0.49,10.1,0,1.945910149,3
1954,4.138968867,5,0.17,1.8,-46.7,0.183,-150,499,1.04099,2.93,0.57,12.8,1,1.791759469,2
1961,3.08726436,6.6,0.895,0.77,27.6,0.068,289,13,0.99582,2.92,0.58,10.8,0,2.079441542,2
1966,3.577790901,6.5,-1.14,1.79,7.6,0.508,180,170,0.95017,2.8,0.61,9.7,0,1.945910149,2
1979,3.926472086,5.3,0.36,-0.69,-13.25,0.034,377,475,0.9952,3.82,-0.78,13.4,0,1.791759469,2
1982,1.906086495,8,-0.76,-1.11,3.1,0.363,509,-116,0.95825,3.18,0.5,10.8,0,2.197224577,1
1987,2.205814999,-0.7,0.32,0.26,12.3,0.044,140,205,0.99611,3.11,1.99,9.9,0,1.945910149,1
1997,2.287527187,-11.6,-0.44,0,2.1,0.132,163,-321,0.995,3.02,-0.91,10.7,0,1.945910149,1
2004,4.275875397,11,0.25,0.36,2.1,0.034,30,189,1.00255,3.25,-0.6,6.3,0,2.079441542,3
2011,5.323237381,6.9,0.36,0.35,8.6,-0.131,37,-315,1.02753,3.81,0.32,12.4,0,2.079441542,4
2015,2.713158993,16,-0.45,-0.11,44.5,0.402,-3,111,0.96006,2.07,0.62,7.6,1,1.945910149,1
2025,6.436622042,8.7,0.26,0.29,2.1,0.033,211,17,0.9909,3.33,-0.26,16.4,2,2.079441542,4
2033,1.914538668,8.1,-0.87,1.69,1.2,-0.502,49,-64,0.98087,3.13,0.98,9.7,0,2.197224577,1
2034,3.676166419,2,0.3,-0.19,45.7,0.042,21,582,0.99166,2.89,0.57,11.4,1,2.079441542,2
2035,2.373990333,6.2,-0.4,0.63,30,0.046,-29,362,0.9952,2.64,0.37,10.7,0,1.945910149,1
2036,1.92385646,6,-0.48,-0.96,1.2,-0.354,192,124,0.99176,3.08,0.46,13.6,-2,1.791759469,1
2053,1.901414604,6.7,0.58,0.62,1.8,0.893,-33,65,0.97398,3.28,0.54,1.9,0,1.945910149,1
2059,2.806487279,11.5,0.54,0.24,10.6,0.124,31,132,0.985,2.62,1.7,11.8,-1,2.564949357,3
2060,4.556173167,5.2,0.44,0.02,62.2,0.036,43,257,0.99383,2.88,0.13,18.7,-1,1.791759469,3
2073,2.143251195,7.3,0.25,-0.04,69,-0.704,35,200,0.96278,3.04,0.47,8.9,0,2.079441542,1
2084,2.251895358,6.9,0.91,-0.33,-48.8,-0.067,334,190,0.99595,3.22,0.48,9.4,0,1.945910149,1
2089,4.47110417,8.6,1.84,-0.1,66.5,0.035,49,804,1.02135,0.62,0.34,10.5,-1,1.791759469,3
2092,4.045675704,6.8,0.24,0.95,3.2,0.049,-265,161,0.95257,3.1,0.69,7.9,-1,1.945910149,3
2109,5.820481555,5.5,0.31,-0.97,-33.3,-0.348,36,148,0.9928,3.28,0.41,13.3,0,1.945910149,4
2129,4.060053394,10,0.35,1.46,-119.9,0.069,-157,281,0.99941,3.15,0.43,13,1,2.397895273,3
2134,4.666846643,8,1.55,-0.69,79.9,0.285,13,18,0.99868,2.83,0.55,9.5,2,2.197224577,3
2135,4.725820943,4.4,0.32,0.39,-54.8,-0.026,31,559,0.98904,2.96,-0.49,15.6,1,1.609437912,2
2148,2.489526398,7.4,0.31,-0.65,-20.8,0.043,273,204,1.01318,3.55,-0.06,13.2,1,2.079441542,1
2149,3.336114693,11.8,0.58,0.2,19.3,0.642,34,44,0.99494,3.1,1.26,9.3,1,2.079441542,2
2150,1.488805158,7.6,-0.22,0.28,27.9,0.398,29,451,1.04444,2.86,-0.03,4.2,-1,2.079441542,1
2165,1.971491897,7.1,0.86,0.35,-97.8,0.046,60,590,0.999,3.16,0.59,9.1,0,2.079441542,1
2166,1.855011406,1.5,0.18,0.74,66.6,1.071,138,528,1.01187,3.89,0.67,12.4,0,2.079441542,1
2168,5.601818017,6.6,0.78,-0.35,14.4,0.046,264,183,1.03426,3.02,0.5,2.9,0,1.945910149,4
2170,0.879298485,8.4,-0.65,0.42,58.8,0.554,7,77,0.99317,2.48,0.45,11.7,-2,2.197224577,1
2171,1.688884227,6.7,0.24,0.33,12.3,0.046,-53,-177,0.9983,2.93,0.4,9.5,-1,1.945910149,1
2172,2.055583976,-2,0.33,0.36,-40.4,0.034,19,-219,0.98601,3.65,0.98,12.7,1,2.197224577,1
2176,5.04717135,6.3,0.4,-0.38,-3.1,-0.342,-112,220,0.95745,3.8,0.55,11.3,1,1.945910149,3
2182,2.85643192,5.8,-0.18,0.66,2,0.039,-185,88,1.02778,4.03,0.93,11.5,-1,1.945910149,2
2189,1.170813464,7.9,0.37,0.31,0.35,0.042,36,-246,1.00631,3.49,0.36,12,-1,2.197224577,1
2191,4.12146842,0.3,0.26,-1.23,2.6,0.039,112,-79,0.9902,3.46,0.38,11.5,1,1.791759469,2
2197,2.190598457,5.9,0.22,0.27,11.5,0.312,81,157,0.9928,3.05,2.24,14.9,0,1.945910149,1
2202,4.613508107,8,1.08,0.1,-47.7,-0.139,284,68,0.98386,2.43,-0.28,17.1,1,2.197224577,3
2203,2.895089892,8.2,-0.08,0.44,-27.1,0.089,358,-247,0.9975,3.53,0.61,10.5,0,2.197224577,2
2204,2.82688422,11.9,0.4,1.7,2.15,0.068,44,411,0.9988,3.72,0.68,6.8,-1,2.564949357,3
2206,3.939013952,5.8,1.34,0.32,46.1,0.037,111,119,1.00053,3.78,1.82,10.2,1,1.791759469,2
2218,1.137244433,6.2,1.69,0.65,44.6,0.102,32,284,0.96657,3.87,0.71,9.8,0,2.397895273,1
2219,3.090657218,11.4,1.37,0.32,15.6,0.249,-200,90,1.01194,3.37,0.92,11,0,1.945910149,2
2221,2.023509335,6.8,-0.7,-0.13,11.3,0.017,16,61,0.96051,4.57,0.6,9.3,0,2.079441542,1
2226,3.140649183,1.6,0.69,0.41,2.3,0.079,24,37,0.99514,2.33,-0.24,14.9,0,2.079441542,2
